Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32,count_matches,count_diff,count
7,onions,whole milk,domestic eggs,rolls/buns,margarine,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,pork,domestic eggs,roll products,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,frankfurter,beef,grapes,other vegetables,bottled beer,red/blush wine,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,ham,uht-milk,cream cheese,coffee,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,tropical fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,rolls/buns,white bread,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,frankfurter,hamburger meat,berries,onions,other vegetables,whole milk,curd,dessert,rolls/buns,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,whole milk,butter,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,other vegetables,whole milk,curd,cream cheese,frozen vegetables,roll products,sugar,soda,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,root vegetables,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,rolls/buns,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,pip fruit,root vegetables,onions,other vegetables,frozen vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
7,frankfurter,chicken,root vegetables,whole milk,domestic eggs,canned fruit,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
14,frankfurter,sausage,beef,tropical fruit,berries,root vegetables,other vegetables,whole milk,yogurt,beverages,soft cheese,specialty cheese,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,True,0,14
5,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,other vegetables,whole milk,frozen vegetables,semi-finished bread,vinegar,dog food,salty snack,long life bakery product,potted plants,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,ham,whole milk,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,cat food,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
12,pork,citrus fruit,other vegetables,whole milk,butter,whipped/sour cream,ice cream,margarine,sugar,baking powder,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,True,0,12
5,citrus fruit,whole milk,yogurt,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,sausage,whole milk,sliced cheese,rolls/buns,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,soda,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,citrus fruit,butter,condensed milk,frozen meals,margarine,male cosmetics,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,other vegetables,salt,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,ham,tropical fruit,white bread,pastry,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
8,sausage,chicken,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
8,sausage,citrus fruit,yogurt,tidbits,domestic eggs,rolls/buns,meat spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
11,sausage,ham,tropical fruit,whole milk,yogurt,spread cheese,rolls/buns,zwieback,long life bakery product,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,True,0,11
2,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
9,beef,citrus fruit,tropical fruit,whole milk,butter milk,frozen vegetables,rolls/buns,brown bread,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
13,onions,other vegetables,whole milk,butter,butter milk,whipped/sour cream,ice cream,rolls/buns,bottled beer,long life bakery product,dental care,napkins,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
9,sausage,citrus fruit,root vegetables,other vegetables,rolls/buns,soda,fruit/vegetable juice,bottled beer,dental care,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
7,sausage,other vegetables,rolls/buns,canned vegetables,coffee,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,yogurt,rolls/buns,brown bread,salty snack,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
8,chicken,herbs,other vegetables,butter,brown bread,pastry,margarine,candy,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
11,beef,hamburger meat,pip fruit,root vegetables,whole milk,butter milk,yogurt,whipped/sour cream,pasta,sugar,cereals,,,,,,,,,,,,,,,,,,,,,,True,0,11
2,uht-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,pork,margarine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,tropical fruit,berries,herbs,rice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,canned vegetables,white wine,newspapers,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,margarine,instant coffee,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,True,0,10
12,sausage,chicken,whole milk,processed cheese,frozen vegetables,rolls/buns,rice,margarine,sugar,canned fruit,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,True,0,12
4,frankfurter,rolls/buns,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,pickled vegetables,bottled water,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,citrus fruit,root vegetables,other vegetables,whole milk,butter,curd,oil,canned vegetables,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,True,0,10
4,potato products,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,turkey,root vegetables,other vegetables,whole milk,rolls/buns,bottled water,detergent,dishes,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
7,sausage,uht-milk,pastry,margarine,canned fish,cat food,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,white wine,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
15,hamburger meat,citrus fruit,herbs,other vegetables,whole milk,butter,domestic eggs,pasta,instant food products,canned fruit,pickled vegetables,bottled water,misc. beverages,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,True,0,15
11,chicken,root vegetables,onions,other vegetables,whole milk,butter,yogurt,hard cheese,specialty cheese,rice,sugar,,,,,,,,,,,,,,,,,,,,,,True,0,11
19,turkey,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,packaged fruit/vegetables,whole milk,butter milk,yogurt,specialty cheese,rolls/buns,oil,cat food,coffee,bottled water,fruit/vegetable juice,candy,dish cleaner,,,,,,,,,,,,,,True,0,19
3,dessert,cat food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,tropical fruit,whole milk,butter,domestic eggs,bottled water,misc. beverages,canned beer,liqueur,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
20,beef,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,other vegetables,whole milk,dessert,sliced cheese,rolls/buns,flour,sugar,pickled vegetables,tea,soda,bottled beer,chocolate,napkins,newspapers,,,,,,,,,,,,,True,0,20
7,pork,beef,root vegetables,other vegetables,frozen vegetables,margarine,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,root vegetables,whole milk,honey,pudding powder,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,citrus fruit,baking powder,sweet spreads,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,tropical fruit,whole milk,curd,yogurt,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,cream cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
12,sausage,ham,pork,other vegetables,whole milk,dessert,whipped/sour cream,semi-finished bread,pudding powder,fruit/vegetable juice,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,,True,0,12
9,turkey,pork,citrus fruit,pip fruit,frozen meals,waffles,chocolate,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
27,frankfurter,sausage,liver loaf,beef,tropical fruit,pip fruit,root vegetables,onions,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,cream cheese,frozen meals,frozen potato products,domestic eggs,rolls/buns,roll products,salt,rice,margarine,jam,coffee,long life bakery product,waffles,hygiene articles,,,,,,True,0,27
8,chicken,pork,whole milk,coffee,soda,canned beer,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
7,tropical fruit,root vegetables,whole milk,whipped/sour cream,frozen vegetables,domestic eggs,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,chicken,pork,citrus fruit,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,root vegetables,yogurt,brown bread,pastry,flour,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,chicken,tropical fruit,rolls/buns,pastry,bottled water,red/blush wine,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
1,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
9,tropical fruit,whole milk,domestic eggs,pastry,margarine,coffee,dental care,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,beef,citrus fruit,root vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,pork,pip fruit,root vegetables,other vegetables,curd,butter milk,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,pork,tropical fruit,root vegetables,whipped/sour cream,frozen vegetables,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,pip fruit,other vegetables,yogurt,whipped/sour cream,domestic eggs,brown bread,specialty vegetables,coffee,specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,True,0,10
10,citrus fruit,tropical fruit,pip fruit,other vegetables,yogurt,uht-milk,cream cheese,fruit/vegetable juice,hygiene articles,potted plants,,,,,,,,,,,,,,,,,,,,,,,True,0,10
20,frankfurter,turkey,citrus fruit,whole milk,curd,frozen potato products,rolls/buns,white bread,pastry,semi-finished bread,pickled vegetables,sweet spreads,bottled water,soda,fruit/vegetable juice,bottled beer,white wine,prosecco,chocolate,candy,,,,,,,,,,,,,True,0,20
13,sausage,beef,tropical fruit,other vegetables,butter,yogurt,uht-milk,condensed milk,sliced cheese,salt,soups,sweet spreads,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
7,root vegetables,other vegetables,whole milk,sliced cheese,rolls/buns,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,tropical fruit,uht-milk,brown bread,instant food products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,pip fruit,root vegetables,ice cream,rolls/buns,syrup,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
19,sausage,tropical fruit,whole milk,dessert,butter milk,yogurt,soft cheese,sliced cheese,ice cream,white bread,coffee,soda,salty snack,long life bakery product,chewing gum,chocolate,napkins,newspapers,shopping bags,,,,,,,,,,,,,,True,0,19
6,curd,yogurt,domestic eggs,white bread,instant coffee,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
9,beef,root vegetables,other vegetables,whole milk,curd,cream,domestic eggs,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
5,frankfurter,root vegetables,bottled water,canned beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,root vegetables,other vegetables,uht-milk,hard cheese,rolls/buns,sweet spreads,salty snack,popcorn,waffles,cake bar,specialty bar,,,,,,,,,,,,,,,,,,,,,,True,0,11
8,frankfurter,pip fruit,root vegetables,other vegetables,whole milk,butter milk,organic products,soda,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
7,hamburger meat,root vegetables,other vegetables,whole milk,soft cheese,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,vinegar,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,tropical fruit,grapes,root vegetables,other vegetables,rolls/buns,tea,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,citrus fruit,curd,semi-finished bread,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
10,frankfurter,meat,chicken,ice cream,domestic eggs,pastry,pasta,sugar,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,whole milk,domestic eggs,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,hamburger meat,pastry,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
10,hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,cream cheese,brown bread,soups,sauces,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,frankfurter,whipped/sour cream,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,hard cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,chicken,pork,other vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,tropical fruit,pip fruit,grapes,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,hamburger meat,grapes,root vegetables,other vegetables,softener,kitchen towels,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,finished products,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,tropical fruit,root vegetables,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,whole milk,butter,yogurt,rolls/buns,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,whole milk,curd,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,frankfurter,other vegetables,cream cheese,sweet spreads,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,hamburger meat,condensed milk,pastry,fruit/vegetable juice,salty snack,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
1,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
12,sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
5,yogurt,uht-milk,frozen dessert,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
8,sausage,root vegetables,other vegetables,whole milk,oil,mustard,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
1,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
8,chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,herbs,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,frankfurter,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
9,chicken,pork,other vegetables,uht-milk,white bread,pastry,pasta,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
14,beef,root vegetables,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,red/blush wine,snack products,dishes,light bulbs,shopping bags,,,,,,,,,,,,,,,,,,,True,0,14
5,root vegetables,packaged fruit/vegetables,rolls/buns,sugar,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,yogurt,canned vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,white bread,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,whole milk,sugar,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,salt,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,whole milk,frozen vegetables,frozen meals,cereals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,sausage,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,other vegetables,dessert,cream cheese,rolls/buns,white bread,margarine,salty snack,waffles,specialty bar,female sanitary products,newspapers,,,,,,,,,,,,,,,,,,,,,,True,0,11
13,fish,tropical fruit,pip fruit,berries,whole milk,curd,yogurt,whipped/sour cream,condensed milk,instant coffee,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,,,,,True,0,13
7,pip fruit,beverages,frozen vegetables,frozen meals,bottled water,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
12,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,yogurt,rolls/buns,brown bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,True,0,12
9,meat,curd,yogurt,ice cream,oil,canned fish,soda,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
12,pork,onions,other vegetables,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,liquor (appetizer),salty snack,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,True,0,12
9,sausage,pip fruit,root vegetables,whole milk,yogurt,frozen potato products,pasta,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
10,pip fruit,root vegetables,uht-milk,condensed milk,margarine,sugar,pudding powder,cocoa drinks,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,whole milk,hard cheese,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,liver loaf,pip fruit,root vegetables,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,meat,root vegetables,other vegetables,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,root vegetables,soda,red/blush wine,prosecco,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
9,dessert,cream cheese,mayonnaise,domestic eggs,pastry,canned fish,chocolate,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
6,roll products,dog food,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,sausage,whole milk,condensed milk,semi-finished bread,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,yogurt,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
13,chicken,root vegetables,whole milk,butter,yogurt,sparkling wine,chocolate,softener,female sanitary products,napkins,kitchen towels,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
14,meat,pork,pip fruit,root vegetables,other vegetables,whole milk,hard cheese,white bread,pasta,margarine,ketchup,cocoa drinks,chocolate,cling film/bags,,,,,,,,,,,,,,,,,,,True,0,14
9,citrus fruit,berries,butter,butter milk,yogurt,sliced cheese,frozen vegetables,frozen chicken,soda,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
5,butter milk,cream cheese,rolls/buns,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,nuts/prunes,other vegetables,whole milk,ice cream,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,root vegetables,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,chicken,other vegetables,frozen vegetables,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,butter,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,tropical fruit,processed cheese,domestic eggs,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,root vegetables,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen vegetables,cat food,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
8,tropical fruit,other vegetables,rolls/buns,salt,margarine,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
10,sausage,hamburger meat,citrus fruit,whole milk,pasta,soda,chewing gum,detergent,hygiene articles,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,salty snack,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,beef,other vegetables,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,whole milk,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,ham,other vegetables,whole milk,domestic eggs,sweet spreads,misc. beverages,salty snack,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
3,mayonnaise,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,frankfurter,ham,other vegetables,processed cheese,rolls/buns,white bread,potato products,coffee,bottled beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,hamburger meat,butter,zwieback,instant food products,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,whipped/sour cream,domestic eggs,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,beverages,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,tropical fruit,pip fruit,yogurt,frozen vegetables,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,whole milk,dessert,whipped/sour cream,ice cream,coffee,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
14,sausage,tropical fruit,other vegetables,butter,butter milk,whipped/sour cream,cream,processed cheese,ice cream,white bread,spices,soda,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,True,0,14
9,tropical fruit,whole milk,yogurt,whipped/sour cream,rolls/buns,cocoa drinks,bottled water,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
10,pork,root vegetables,herbs,other vegetables,whole milk,processed cheese,domestic eggs,margarine,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,sausage,tropical fruit,other vegetables,whole milk,domestic eggs,white wine,detergent,softener,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,tropical fruit,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,whole milk,whipped/sour cream,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,sausage,soda,fruit/vegetable juice,salty snack,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,tropical fruit,ice cream,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,domestic eggs,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,whole milk,dessert,pastry,instant food products,canned fish,soda,bottled beer,red/blush wine,napkins,candles,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,tropical fruit,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
15,ham,hamburger meat,whole milk,processed cheese,white bread,potato products,artif. sweetener,instant coffee,bottled water,soda,fruit/vegetable juice,salty snack,specialty bar,detergent,shopping bags,,,,,,,,,,,,,,,,,,True,0,15
2,brandy,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,other vegetables,uht-milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
16,finished products,citrus fruit,tropical fruit,grapes,berries,root vegetables,other vegetables,whole milk,spread cheese,brown bread,pastry,potato products,fruit/vegetable juice,chocolate,potted plants,shopping bags,,,,,,,,,,,,,,,,,True,0,16
3,tropical fruit,butter milk,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,frankfurter,curd,frozen potato products,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,tropical fruit,yogurt,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,uht-milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,citrus fruit,pip fruit,pickled vegetables,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,soda,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,tropical fruit,dessert,bottled water,soda,bottled beer,white wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,canned beer,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,onions,other vegetables,whole milk,yogurt,domestic eggs,pastry,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
9,tropical fruit,yogurt,sliced cheese,brown bread,margarine,bottled water,soda,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
8,hamburger meat,other vegetables,whole milk,spread cheese,soda,canned beer,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,pip fruit,whole milk,coffee,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
9,pork,tropical fruit,pip fruit,whole milk,whipped/sour cream,detergent,softener,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
2,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,butter,sliced cheese,frozen meals,pastry,soda,fruit/vegetable juice,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
